student_id,school_id,sex,p1,p2,p3,p41,p42,p5,p6,p7,p81,p82,p9,p10a,p10b,p10c,p10d,p10e,p10f,p10g,p10h,p11a,p11b,p11c,p11d,p12a,p12b,p12c,p12d,p12e,p12f,p12g,p12h,p13a,p13b,p13c,p13d,p13e,p13f,p13g,p13h
EST0068,Colegio_3,Female,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,UNIVERSITY EDUCATION,5,-888,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE
EST0080,Colegio_3,Male,15,YES,1,FIRST,DID NOT REPEAT,INCOMPLETE SECONDARY,COMPLETE SECONDARY,1457,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE
EST0069,Colegio_3,Female,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,345,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0078,Colegio_3,Male,14,NO,13,SECOND,DID NOT REPEAT,INCOMPLETE SECONDARY,NO FORMAL EDUCATION,1234567,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0064,Colegio_3,Female,13,YES,1,THIRD,DID NOT REPEAT,COMPLETE SECONDARY,TECHNICAL HIGHER EDUCATION,4,FREQUENTLY,-888,MOBILE PHONE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE
EST0072,Colegio_3,Female,13,DON'T KNOW,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,TECHNICAL HIGHER EDUCATION,245,FREQUENTLY,SOMETIMES,MOBILE PHONE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0065,Colegio_3,Male,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,DON'T KNOW,456,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0076,Colegio_3,Female,12,DON'T KNOW,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,COMPLETE SECONDARY,124567,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0067,Colegio_3,Female,12,DON'T KNOW,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,COMPLETE SECONDARY,1456,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE
EST0071,Colegio_3,Female,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,1456,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0066,Colegio_3,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0070,Colegio_3,Female,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,45,SOMETIMES,NEVER,MOBILE PHONE,AGREE,DISAGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0075,Colegio_3,Male,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,UNIVERSITY EDUCATION,123456,FREQUENTLY,NEVER,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,-777,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0077,Colegio_3,Female,13,YES,4,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,1234567,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,ALL QUESTIONS,-777,VERY FEW QUESTIONS,NO QUESTIONS,-777,-777,-777,-777,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0073,Colegio_3,Male,12,YES,1,FIFTH,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,24567,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0083,Colegio_3,Male,15,YES,1,DID NOT REPEAT,THIRD,DON'T KNOW,COMPLETE SECONDARY,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE
EST0082,Colegio_3,Male,15,DON'T KNOW,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,45,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,ALL QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,NO QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE
EST0081,Colegio_3,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,COMPLETE SECONDARY,1234567,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,NO QUESTIONS,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE
EST0079,Colegio_3,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,DON'T KNOW,2457,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE
EST0074,Colegio_3,Male,14,NO,2,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0054,Colegio_3,Female,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,DON'T KNOW,456,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,-777,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0056,Colegio_3,Male,16,YES,12,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,UNIVERSITY EDUCATION,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0059,Colegio_3,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,TECHNICAL HIGHER EDUCATION,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE
EST0055,Colegio_3,Female,16,YES,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,DON'T KNOW,45,SOMETIMES,SOMETIMES,MOBILE PHONE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0062,Colegio_3,Male,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,TECHNICAL HIGHER EDUCATION,15,-888,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE
EST0061,Colegio_3,Male,14,NO,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,TECHNICAL HIGHER EDUCATION,12467,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0060,Colegio_3,Male,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,ALL QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE
EST0058,Colegio_3,Female,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE PRIMARY,COMPLETE SECONDARY,46,FREQUENTLY,-888,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0063,Colegio_3,Female,18,YES,1,SECOND,DID NOT REPEAT,UNIVERSITY EDUCATION,UNIVERSITY EDUCATION,45,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,ALL QUESTIONS,ALL QUESTIONS,NO QUESTIONS,NO QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0127,Colegio_5,Male,17,YES,1,SECOND,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE PRIMARY,456,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0124,Colegio_5,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,247,SOMETIMES,-888,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,NO QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0130,Colegio_5,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,2456,SOMETIMES,FREQUENTLY,COMPUTER/LAPTOP,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0133,Colegio_5,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,COMPLETE SECONDARY,46,FREQUENTLY,-888,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0134,Colegio_5,Male,15,YES,1,FIFTH,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,1457,FREQUENTLY,FREQUENTLY,MOBILE PHONE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,-777,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0129,Colegio_5,Female,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,4567,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0135,Colegio_5,Male,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,UNIVERSITY EDUCATION,245,SOMETIMES,SOMETIMES,COMPUTER/LAPTOP,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE
EST0132,Colegio_5,Female,14,YES,2,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,DON'T KNOW,47,FREQUENTLY,-888,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE
EST0138,Colegio_5,Male,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,TECHNICAL HIGHER EDUCATION,1234567,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0128,Colegio_5,Male,14,YES,2,DID NOT REPEAT,SECOND,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,4,FREQUENTLY,-888,MOBILE PHONE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0120,Colegio_5,Male,14,YES,2,DID NOT REPEAT,SECOND,COMPLETE SECONDARY,COMPLETE PRIMARY,4,SOMETIMES,-888,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,MOST QUESTIONS,-777,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0131,Colegio_5,Male,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,1234567,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
